# 14 out of 14 mutations
3280 #trees
v9 v13
v9 v7
v7 v3
v6 v11
v6 v9
v6 v4
v1 v6
v1 v2
13 #edges, tree 1808
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v7 v3
v6 v11
v6 v9
v6 v4
v1 v6
v1 v2
13 #edges, tree 1809
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v7 v3
v6 v12
v6 v11
v6 v9
v6 v4
v1 v6
v1 v2
13 #edges, tree 1810
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v13
v9 v7
v6 v11
v6 v9
v6 v4
v1 v6
v1 v2
13 #edges, tree 1811
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v7
v6 v12
v6 v11
v6 v9
v6 v4
v1 v6
v1 v2
13 #edges, tree 1812
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v7
v6 v11
v6 v9
v6 v4
v1 v6
v1 v2
13 #edges, tree 1813
v13 v5
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v9 v7
v7 v3
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1814
v13 v5
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v13
v9 v7
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1815
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v13
v9 v7
v9 v4
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1816
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v9 v7
v9 v4
v7 v3
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1817
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v9 v4
v7 v3
v6 v12
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1818
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v9 v4
v7 v3
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1819
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v7 v3
v6 v12
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1820
v14 v12
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v7 v3
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1821
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v7
v6 v12
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1822
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v7
v9 v4
v6 v12
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1823
v14 v12
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v7
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1824
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v7
v9 v4
v6 v11
v6 v9
v1 v6
v1 v2
13 #edges, tree 1825
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1826
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1827
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1828
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1829
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v12
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1830
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v12
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1831
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1832
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1833
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1834
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v7 v4
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1835
v13 v5
v13 v4
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1836
v13 v5
v13 v4
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1837
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v9 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1838
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v4
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1839
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v12
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1840
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v12
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1841
v13 v5
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1842
v13 v5
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1843
v14 v12
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1844
v14 v12
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1845
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v6 v12
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1846
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v7 v4
v6 v12
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1847
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v4
v7 v3
v6 v12
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1848
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v4
v6 v12
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1849
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v7 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1850
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1851
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v9 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1852
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1853
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v13
v9 v4
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1854
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v13
v7 v4
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1855
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v9 v4
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1856
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v7 v4
v6 v11
v6 v9
v6 v7
v1 v6
v1 v2
13 #edges, tree 1857
v13 v9
v11 v12
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1858
v13 v9
v13 v4
v11 v12
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1859
v13 v9
v11 v12
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1860
v13 v9
v11 v12
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1861
v13 v12
v13 v9
v13 v4
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1862
v13 v12
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1863
v13 v12
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1864
v13 v12
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1865
v14 v12
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1866
v14 v12
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1867
v14 v12
v13 v9
v13 v4
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1868
v14 v12
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1869
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v12
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1870
v13 v9
v11 v10
v11 v3
v10 v14
v10 v12
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1871
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v7 v4
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1872
v13 v9
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v9 v4
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1873
v13 v9
v13 v4
v11 v10
v11 v3
v10 v14
v10 v8
v9 v5
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1874
v13 v9
v11 v10
v11 v3
v10 v14
v10 v12
v10 v8
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1875
v13 v9
v11 v10
v11 v3
v10 v14
v10 v12
v10 v8
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1876
v13 v9
v13 v4
v11 v10
v11 v3
v10 v14
v10 v12
v10 v8
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1877
v13 v9
v13 v4
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1878
v13 v9
v13 v4
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1879
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1880
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1881
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1882
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1883
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1884
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1885
v13 v9
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1886
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1887
v13 v12
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1888
v14 v12
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1889
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1890
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v7 v4
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1891
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1892
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v5
v7 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1893
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v12
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1894
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v9 v4
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1895
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1896
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1897
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1898
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1899
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1900
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v10 v3
v9 v5
v9 v4
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1901
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1902
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v12
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1903
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1904
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v6 v4
v1 v6
v1 v2
13 #edges, tree 1905
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1906
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1907
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v12
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1908
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1909
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1910
v13 v12
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1911
v13 v9
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1912
v14 v12
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1913
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v9 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1914
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1915
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1916
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v11
v6 v7
v1 v6
v1 v2
13 #edges, tree 1917
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v7 v2
v6 v12
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1918
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v7 v2
v6 v13
v6 v12
v6 v11
v1 v7
v1 v6
13 #edges, tree 1919
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1920
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1921
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v7 v4
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1922
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v7 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1923
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1924
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1925
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1926
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v6 v4
v1 v7
v1 v6
13 #edges, tree 1927
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v6 v4
v1 v7
v1 v6
13 #edges, tree 1928
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v6 v4
v1 v7
v1 v6
13 #edges, tree 1929
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v12
v6 v11
v6 v4
v1 v7
v1 v6
13 #edges, tree 1930
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v6 v4
v1 v7
v1 v6
13 #edges, tree 1931
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v7 v2
v6 v12
v6 v11
v6 v9
v6 v4
v1 v7
v1 v6
13 #edges, tree 1932
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v7 v3
v7 v2
v6 v11
v6 v9
v6 v4
v1 v7
v1 v6
13 #edges, tree 1933
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v7 v2
v6 v11
v6 v9
v6 v4
v1 v7
v1 v6
13 #edges, tree 1934
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v7 v2
v6 v11
v6 v9
v6 v4
v1 v7
v1 v6
13 #edges, tree 1935
v14 v12
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v4
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1936
v13 v5
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v9 v4
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1937
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v4
v7 v3
v7 v2
v6 v12
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1938
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v9 v4
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1939
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v7 v2
v6 v12
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1940
v14 v12
v13 v5
v13 v4
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1941
v13 v5
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1942
v13 v5
v13 v4
v11 v12
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v7 v2
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1943
v13 v9
v13 v4
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1944
v13 v9
v11 v12
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1945
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v12
v6 v11
v1 v7
v1 v6
13 #edges, tree 1946
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v7 v2
v6 v13
v6 v12
v6 v11
v1 v7
v1 v6
13 #edges, tree 1947
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v9 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1948
v13 v9
v13 v4
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1949
v14 v12
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1950
v14 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1951
v13 v12
v13 v9
v13 v4
v11 v10
v10 v14
v10 v8
v9 v5
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1952
v13 v12
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v9 v4
v7 v3
v7 v2
v6 v13
v6 v11
v1 v7
v1 v6
13 #edges, tree 1953
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v6 v12
v6 v11
v6 v9
v6 v2
v1 v7
v1 v6
13 #edges, tree 1954
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v12
v6 v11
v6 v2
v1 v7
v1 v6
13 #edges, tree 1955
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v6 v12
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1956
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v2
v7 v4
v7 v3
v6 v12
v6 v11
v6 v9
v1 v7
v1 v6
13 #edges, tree 1957
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v6 v12
v6 v11
v6 v9
v5 v2
v1 v7
v1 v6
13 #edges, tree 1958
v13 v9
v13 v2
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v12
v6 v11
v1 v7
v1 v6
13 #edges, tree 1959
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v12
v6 v11
v5 v2
v1 v7
v1 v6
13 #edges, tree 1960
v13 v9
v11 v10
v10 v14
v10 v8
v9 v5
v9 v2
v7 v4
v7 v3
v6 v13
v6 v12
v6 v11
v1 v7
v1 v6
13 #edges, tree 1961
v13 v5
v11 v10
v10 v14
v10 v12
v10 v8
v9 v13
v7 v4
v7 v3
v6 v11
v6 v9
v6 v2
v1 v7
v1 v6
13 #edges, tree 1962
v13 v9
v11 v10
v10 v14
v10 v12
v10 v8
v9 v5
v7 v4
v7 v3
v6 v13
v6 v11
